Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,CO2_Fertilizer,CO2_Pesticide,CO2_Emissions,Carbon_Footprint
Castor seed,1998,Kharif     ,Karnataka,27246,23245,1260.8,2691904.8,7901.34,0.831818182,7133547.72,39506.7,7173054.42,308.584832006883
Coconut ,1998,Whole Year ,Karnataka,310399,1611530000,1260.8,30667421.2,90015.71,4692.261111,81268666.18,450078.55,81718744.73,0.050708795200834
Coriander,1998,Whole Year ,Karnataka,17935,2982,1260.8,1771978,5201.15,0.118,4695741.7,26005.75,4721747.45,1583.41631455399
Cotton(lint),1998,Kharif     ,Karnataka,636495,976876,1260.8,62885706,184583.55,1.556521739,166647120.9,922917.75,167570038.65,171.536652195366
Dry chillies,1998,Whole Year ,Karnataka,170319,146498,1260.8,16827517.2,49392.51,1.123703704,44592920.58,246962.55,44839883.13,306.078466122404
Garlic,1998,Whole Year ,Karnataka,3574,3034,1260.8,353111.2,1036.46,1.459411765,935744.68,5182.3,940926.98,310.127547791694
Ginger,1998,Kharif     ,Karnataka,3896,51169,1260.8,384924.8,1129.84,12.75944444,1020050.72,5649.2,1025699.92,20.0453383884774
Gram,1998,Rabi       ,Karnataka,355326,202508,1260.8,35106208.8,103044.54,0.573478261,93031453.32,515222.7,93546676.02,461.940644418986
Groundnut,1998,Kharif     ,Karnataka,1012577,929016,1260.8,100042607.6,293647.33,0.8568,265112910.14,1468236.65,266581146.79,286.950006017119
Groundnut,1998,Rabi       ,Karnataka,217445,263118,1260.8,21483566,63059.05,1.3052,56931449.9,315295.25,57246745.15,217.570615275276
Horse-gram,1998,Kharif     ,Karnataka,189486,90718,1260.8,18721216.8,54950.94,0.504615385,49611224.52,274754.7,49885979.22,549.90166471924
Horse-gram,1998,Rabi       ,Karnataka,134779,62084,1260.8,13316165.2,39085.91,0.4492,35287837.78,195429.55,35483267.33,571.536423716255
Jowar,1998,Kharif     ,Karnataka,420808,616645,1260.8,41575830.4,122034.32,1.305714286,110175950.56,610171.6,110786122.16,179.659483430499
Jowar,1998,Rabi       ,Karnataka,1420162,1003450,1260.8,140312005.6,411846.98,0.7235,371826814.84,2059234.9,373886049.74,372.600577746774
Jowar,1998,Summer     ,Karnataka,8897,23144,1260.8,879023.6,2580.13,2.461333333,2329412.54,12900.65,2342313.19,101.206065935016
Linseed,1998,Rabi       ,Karnataka,19806,6441,1260.8,1956832.8,5743.74,0.315,5185606.92,28718.7,5214325.62,809.552184443409
Maize,1998,Kharif     ,Karnataka,450472,1542607,1260.8,44506633.6,130636.88,3.366,117942579.04,653184.4,118595763.44,76.8800889922061
Maize,1998,Rabi       ,Karnataka,49922,101605,1260.8,4932293.6,14477.38,1.97952381,13070578.04,72386.9,13142964.94,129.353525318636
Maize,1998,Summer     ,Karnataka,11974,27080,1260.8,1183031.2,3472.46,2.241904762,3135032.68,17362.3,3152394.98,116.410449778434
Moong(Green Gram),1998,Kharif     ,Karnataka,311720,61227,1260.8,30797936,90398.8,0.180769231,81614530.4,451994,82066524.4,1340.36494357065
Moong(Green Gram),1998,Rabi       ,Karnataka,15627,7005,1260.8,1543947.6,4531.83,0.438823529,4091461.14,22659.15,4114120.29,587.311961456103
Niger seed,1998,Kharif     ,Karnataka,41853,8104,1260.8,4135076.4,12137.37,0.214782609,10957952.46,60686.85,11018639.31,1359.65440646594
Onion,1998,Kharif     ,Karnataka,79921,362053,1260.8,7896194.8,23177.09,5.363636364,20924916.22,115885.45,21040801.67,58.1152529325817
Onion,1998,Rabi       ,Karnataka,8882,91057,1260.8,877541.6,2575.78,8.936315789,2325485.24,12878.9,2338364.14,25.6802238158516
Onion,1998,Summer     ,Karnataka,4797,55339,1260.8,473943.6,1391.13,11.86631579,1255950.54,6955.65,1262906.19,22.821268725492
Peas & beans (Pulses),1998,Kharif     ,Karnataka,1730,15872,1260.8,170924,501.7,9.265882353,452948.6,2508.5,455457.1,28.6956338205645
Peas & beans (Pulses),1998,Rabi       ,Karnataka,494,4882,1260.8,48807.2,143.26,8.948181818,129339.08,716.3,130055.38,26.6397746825072
Peas & beans (Pulses),1998,Summer     ,Karnataka,1583,13707,1260.8,156400.4,459.07,7.827,414461.06,2295.35,416756.41,30.4046406945356
Potato,1998,Kharif     ,Karnataka,28755,317052,1260.8,2840994,8338.95,12.37333333,7528634.1,41694.75,7570328.85,23.8772467923243
Potato,1998,Rabi       ,Karnataka,4173,82124,1260.8,412292.4,1210.17,18.90714286,1092574.86,6050.85,1098625.71,13.3776449028299
Potato,1998,Summer     ,Karnataka,1137,19387,1260.8,112335.6,329.73,17.6,297689.34,1648.65,299337.99,15.4401397843916
Potato,1998,Whole Year ,Karnataka,268,3910,1260.8,26478.4,77.72,14.59,70167.76,388.6,70556.36,18.045104859335
Ragi,1998,Kharif     ,Karnataka,986173,1664767,1260.8,97433892.4,285990.17,1.418,258199814.86,1429950.85,259629765.71,155.955617638985
Ragi,1998,Rabi       ,Karnataka,33833,45301,1260.8,3342700.4,9811.57,1.361,8858156.06,49057.85,8907213.91,196.622898170018
Ragi,1998,Summer     ,Karnataka,10673,24008,1260.8,1054492.4,3095.17,2.239230769,2794404.86,15475.85,2809880.71,117.039349800067
Rapeseed &Mustard,1998,Kharif     ,Karnataka,6673,1790,1260.8,659292.4,1935.17,0.210625,1747124.86,9675.85,1756800.71,981.452910614525
Rice,1998,Kharif     ,Karnataka,1079193,2599170,1260.8,106624268.4,312965.97,2.310740741,282554311.26,1564829.85,284119141.11,109.311488325119
Rice,1998,Rabi       ,Karnataka,51782,106072,1260.8,5116061.6,15016.78,2.054285714,13557563.24,75083.9,13632647.14,128.5225803228
Rice,1998,Summer     ,Karnataka,295830,951569,1260.8,29228004,85790.7,2.99375,77454210.6,428953.5,77883164.1,81.847101051001
Safflower,1998,Rabi       ,Karnataka,97487,58727,1260.8,9631715.6,28271.23,0.616428571,25524046.34,141356.15,25665402.49,437.029006930373
Sesamum,1998,Kharif     ,Karnataka,115250,46673,1260.8,11386700,33422.5,0.417307692,30174755,167112.5,30341867.5,650.094647869218
Soyabean,1998,Kharif     ,Karnataka,65309,70294,1260.8,6452529.2,18939.61,1.060588235,17099202.38,94698.05,17193900.43,244.599829715196
Sunflower,1998,Kharif     ,Karnataka,430676,127090,1260.8,42550788.8,124896.04,0.382608696,112759590.32,624480.2,113384070.52,892.155720513022
Sunflower,1998,Rabi       ,Karnataka,359514,112736,1260.8,35519983.2,104259.06,0.390416667,94127955.48,521295.3,94649250.78,839.565451852115
Sunflower,1998,Summer     ,Karnataka,43156,24211,1260.8,4263812.8,12515.24,0.595217391,11299103.92,62576.2,11361680.12,469.277606046838
Turmeric,1998,Whole Year ,Karnataka,5007,25386,1260.8,494691.6,1452.03,4.682380952,1310932.74,7260.15,1318192.89,51.9259784920822
Wheat,1998,Rabi       ,Karnataka,268981,219433,1260.8,26575322.8,78004.49,0.848823529,70424605.42,390022.45,70814627.87,322.716400313535
Arecanut,1998,Whole Year ,Kerala,73639,68479,3151.5,7275533.2,21355.31,0.797857143,19280162.98,106776.55,19386939.53,283.10780721097
Banana,1998,Whole Year ,Kerala,30521,386588,3151.5,3015474.8,8851.09,12.85714286,7991008.22,44255.45,8035263.67,20.7850830082672
Black pepper,1998,Whole Year ,Kerala,182384,68510,3151.5,18019539.2,52891.36,0.261428571,47751778.88,264456.8,48016235.68,700.864628229455
Cardamom,1998,Whole Year ,Kerala,41449,4990,3151.5,4095161.2,12020.21,0.045555556,10852177.18,60101.05,10912278.23,2186.82930460922
Cashewnut,1998,Whole Year ,Kerala,91268,51336,3151.5,9017278.4,26467.72,0.484285714,23895787.76,132338.6,24028126.36,468.056069035375
Coconut ,1998,Whole Year ,Kerala,882288,5132000000,3151.5,87170054.4,255863.52,5304.749286,231000644.16,1279317.6,232279961.76,0.045261099329696
Cotton(lint),1998,Kharif     ,Kerala,10999,17752,3151.5,1086701.2,3189.71,1.61,2879758.18,15948.55,2895706.73,163.120027602524
Dry chillies,1998,Whole Year ,Kerala,297,288,3151.5,29343.6,86.13,0.937777778,77760.54,430.65,78191.19,271.4971875
Garlic,1998,Whole Year ,Kerala,742,12614,3151.5,73309.6,215.18,17,194270.44,1075.9,195346.34,15.4864705882353
Ginger,1998,Whole Year ,Kerala,11107,39362,3151.5,1097371.6,3221.03,2.93,2908034.74,16105.15,2924139.89,74.2883971851024
Groundnut,1998,Kharif     ,Kerala,7021,5219,3151.5,693674.8,2036.09,0.62,1838238.22,10180.45,1848418.67,354.171042345277
Jowar,1998,Kharif     ,Kerala,2177,1108,3151.5,215087.6,631.33,0.505,569982.14,3156.65,573138.79,517.273276173285
Ragi,1998,Kharif     ,Kerala,1157,936,3151.5,114311.6,335.53,0.81,302925.74,1677.65,304603.39,325.430972222222
Rice,1998,Autumn     ,Kerala,120217,235849,3151.5,11877439.6,34862.93,1.856923077,31475214.94,174314.65,31649529.59,134.194037668169
Rice,1998,Summer     ,Kerala,57700,144872,3151.5,5700760,16733,2.116153846,15107014,83665,15190679,104.855865867801
Rice,1998,Winter     ,Kerala,174714,346022,3151.5,17261743.2,50667.06,1.937142857,45743619.48,253335.3,45996954.78,132.93072342221
Sesamum,1998,Kharif     ,Kerala,3303,1057,3151.5,326336.4,957.87,0.467272727,864791.46,4789.35,869580.81,822.68761589404
Sugarcane,1998,Whole Year ,Kerala,6160,472160,3151.5,608608,1786.4,64.83,1612811.2,8932,1621743.2,3.43473229413758
Sweet potato,1998,Whole Year ,Kerala,1099,11924,3151.5,108581.2,318.71,11.718,287740.18,1593.55,289333.73,24.2648213686682
Tapioca,1998,Whole Year ,Kerala,112774,2630155,3151.5,11142071.2,32704.46,25.51785714,29526488.68,163522.3,29690010.98,11.2883122781737
Tobacco,1998,Whole Year ,Kerala,41,228,3151.5,4050.8,11.89,5.56,10734.62,59.45,10794.07,47.3424122807018
Turmeric,1998,Whole Year ,Kerala,3706,8034,3151.5,366152.8,1074.74,1.997857143,970304.92,5373.7,975678.62,121.443691809808
Arecanut,1998,Whole Year ,Meghalaya,9585,11567,6552.7,946998,2779.65,1.151666667,2509544.7,13898.25,2523442.95,218.158809544394
Arhar/Tur,1998,Kharif     ,Meghalaya,861,678,6552.7,85066.8,249.69,0.803333333,225427.02,1248.45,226675.47,334.329601769912
Banana,1998,Whole Year ,Meghalaya,5194,62888,6552.7,513167.2,1506.26,11.26714286,1359893.08,7531.3,1367424.38,21.743804541407
Cotton(lint),1998,Kharif     ,Meghalaya,7549,5599,6552.7,745841.2,2189.21,0.796666667,1976479.18,10946.05,1987425.23,354.960748347919
Dry chillies,1998,Whole Year ,Meghalaya,1764,1051,6552.7,174283.2,511.56,0.598571429,461850.48,2557.8,464408.28,441.872768791627
Ginger,1998,Kharif     ,Meghalaya,7403,45590,6552.7,731416.4,2146.87,6.008571429,1938253.46,10734.35,1948987.81,42.7503358192586
Gram,1998,Rabi       ,Meghalaya,463,283,6552.7,45744.4,134.27,0.61,121222.66,671.35,121894.01,430.720883392226
Jute,1998,Kharif     ,Meghalaya,4241,27097,6552.7,419010.8,1229.89,7.553333333,1110378.62,6149.45,1116528.07,41.2048592095066
Linseed,1998,Kharif     ,Meghalaya,51,23,6552.7,5038.8,14.79,0.45,13352.82,73.95,13426.77,583.772608695652
Maize,1998,Kharif     ,Meghalaya,17219,25272,6552.7,1701237.2,4993.51,1.457142857,4508278.58,24967.55,4533246.13,179.378210272238
Mesta,1998,Kharif     ,Meghalaya,4681,21362,6552.7,462482.8,1357.49,4.58,1225579.42,6787.45,1232366.87,57.689676528415
Mesta,1998,Whole Year ,Meghalaya,871,631,6552.7,86054.8,252.59,0.68,228045.22,1262.95,229308.17,363.404389857369
Other  Rabi pulses,1998,Rabi       ,Meghalaya,1938,1527,6552.7,191474.4,562.02,0.755714286,507407.16,2810.1,510217.26,334.130491159136
Potato,1998,Whole Year ,Meghalaya,20753,201059,6552.7,2050396.4,6018.37,7.738571429,5433550.46,30091.85,5463642.31,27.1743235070303
Rapeseed &Mustard,1998,Rabi       ,Meghalaya,6916,4576,6552.7,683300.8,2005.64,0.635714286,1810747.12,10028.2,1820775.32,397.896704545455
Rice,1998,Kharif     ,Meghalaya,105402,149742,6552.7,10413717.6,30566.58,1.51,27596351.64,152832.9,27749184.54,185.313302480266
Sesamum,1998,Kharif     ,Meghalaya,1322,694,6552.7,130613.6,383.38,0.575714286,346126.04,1916.9,348042.94,501.502795389049
Small millets,1998,Kharif     ,Meghalaya,2823,2282,6552.7,278912.4,818.67,0.871428571,739117.86,4093.35,743211.21,325.684141104295
Soyabean,1998,Kharif     ,Meghalaya,899,812,6552.7,88821.2,260.71,0.881428571,235376.18,1303.55,236679.73,291.4775
Sugarcane,1998,Whole Year ,Meghalaya,83,225,6552.7,8200.4,24.07,2.328,21731.06,120.35,21851.41,97.1173777777778
Sweet potato,1998,Whole Year ,Meghalaya,5181,17291,6552.7,511882.8,1502.49,3.302857143,1356489.42,7512.45,1364001.87,78.885077207796
Tapioca,1998,Whole Year ,Meghalaya,3963,21251,6552.7,391544.4,1149.27,6.547142857,1037592.66,5746.35,1043339.01,49.0959959531316
Tobacco,1998,Whole Year ,Meghalaya,742,507,6552.7,73309.6,215.18,0.61,194270.44,1075.9,195346.34,385.298500986193
Turmeric,1998,Whole Year ,Meghalaya,1375,6997,6552.7,135850,398.75,5.624285714,360002.5,1993.75,361996.25,51.7359225382307
Wheat,1998,Rabi       ,Meghalaya,4287,6998,6552.7,423555.6,1243.23,1.605,1122422.34,6216.15,1128638.49,161.280150042869
Arecanut,1998,Whole Year ,West Bengal,8239,13665,2152.5,814013.2,2389.31,1.595294118,2157134.98,11946.55,2169081.53,158.732640321991
Arhar/Tur,1998,Kharif     ,West Bengal,2606,1672,2152.5,257472.8,755.74,0.756923077,682302.92,3778.7,686081.62,410.335897129187
Bajra,1998,Kharif     ,West Bengal,175,84,2152.5,17290,50.75,0.436666667,45818.5,253.75,46072.25,548.479166666667
Barley,1998,Rabi       ,West Bengal,5938,5910,2152.5,586674.4,1722.02,1.10375,1554687.16,8610.1,1563297.26,264.517302876481
Cardamom,1998,Whole Year ,West Bengal,2875,690,2152.5,284050,833.75,0.24,752732.5,4168.75,756901.25,1096.95833333333
Castor seed,1998,Rabi       ,West Bengal,54,38,2152.5,5335.2,15.66,0.7,14138.28,78.3,14216.58,374.120526315789
Coconut ,1998,Whole Year ,West Bengal,24616,318174400,2152.5,2432060.8,7138.64,12448.06222,6444961.12,35693.2,6480654.32,0.0203682455910972
Cotton(lint),1998,Kharif     ,West Bengal,200,73,2152.5,19760,58,0.37,52364,290,52654,721.287671232877
Dry chillies,1998,Whole Year ,West Bengal,64354,51303,2152.5,6358175.2,18662.66,0.890555556,16849164.28,93313.3,16942477.58,330.243408377678
Ginger,1998,Kharif     ,West Bengal,9398,18839,2152.5,928522.4,2725.42,1.449444444,2460584.36,13627.1,2474211.46,131.334543234779
Gram,1998,Rabi       ,West Bengal,23286,18971,2152.5,2300656.8,6752.94,0.875,6096740.52,33764.7,6130505.22,323.151400558748
Groundnut,1998,Whole Year ,West Bengal,30157,34994,2152.5,2979511.6,8745.53,1.128571429,7895705.74,43727.65,7939433.39,226.879847688175
Horse-gram,1998,Rabi       ,West Bengal,4958,2043,2152.5,489850.4,1437.82,0.422,1298103.56,7189.1,1305292.66,638.909769946158
Jowar,1998,Kharif     ,West Bengal,886,414,2152.5,87536.8,256.94,0.465,231972.52,1284.7,233257.22,563.423236714976
Jute,1998,Kharif     ,West Bengal,612066,7373630,2152.5,60472120.8,177499.14,13.24705882,160251120.12,887495.7,161138615.82,21.8533633800448
Khesari,1998,Rabi       ,West Bengal,23300,20850,2152.5,2302040,6757,0.774666667,6100406,33785,6134191,294.205803357314
Linseed,1998,Rabi       ,West Bengal,10323,2691,2152.5,1019912.4,2993.67,0.24,2702767.86,14968.35,2717736.21,1009.9354180602
Maize,1998,Kharif     ,West Bengal,38519,121161,2152.5,3805677.2,11170.51,2.634,10085044.58,55852.55,10140897.13,83.6977008278242
Masoor,1998,Rabi       ,West Bengal,51919,35600,2152.5,5129597.2,15056.51,0.600588235,13593432.58,75282.55,13668715.13,383.952672191011
Mesta,1998,Kharif     ,West Bengal,9911,81030,2152.5,979206.8,2874.19,8.453846154,2594898.02,14370.95,2609268.97,32.2012707639146
Moong(Green Gram),1998,Kharif     ,West Bengal,822,429,2152.5,81213.6,238.38,0.5075,215216.04,1191.9,216407.94,504.447412587413
Moong(Green Gram),1998,Rabi       ,West Bengal,2729,1598,2152.5,269625.2,791.41,0.61,714506.78,3957.05,718463.83,449.60189612015
Moong(Green Gram),1998,Summer     ,West Bengal,9320,2980,2152.5,920816,2702.8,0.312857143,2440162.4,13514,2453676.4,823.381342281879
Niger seed,1998,Kharif     ,West Bengal,7587,4100,2152.5,749595.6,2200.23,0.4075,1986428.34,11001.15,1997429.49,487.177924390244
Other Kharif pulses,1998,Kharif     ,West Bengal,768,318,2152.5,75878.4,222.72,0.516,201077.76,1113.6,202191.36,635.821886792453
Peas & beans (Pulses),1998,Rabi       ,West Bengal,9230,6776,2152.5,911924,2676.7,0.70625,2416598.6,13383.5,2429982.1,358.616012396694
Potato,1998,Whole Year ,West Bengal,318199,6689636,2152.5,31438061.2,92277.71,18.95944444,83310862.18,461388.55,83772250.73,12.5226919267356
Ragi,1998,Kharif     ,West Bengal,12895,15648,2152.5,1274026,3739.55,0.91,3376168.9,18697.75,3394866.65,216.952112091002
Rapeseed &Mustard,1998,Rabi       ,West Bengal,344358,251740,2152.5,34022570.4,99863.82,0.667222222,90159811.56,499319.1,90659130.66,360.130017716692
Rice,1998,Autumn     ,West Bengal,425002,740688,2152.5,41990197.6,123250.58,1.751111111,111274023.64,616252.9,111890276.54,151.062628988184
Rice,1998,Summer     ,West Bengal,1450473,4921984,2152.5,143306732.4,420637.17,3.22,379762840.86,2103185.85,381866026.71,77.5837602702488
Rice,1998,Winter     ,West Bengal,4028620,7653780,2152.5,398027656,1168299.8,1.781666667,1054773288.4,5841499,1060614787.4,138.573984018354
Safflower,1998,Rabi       ,West Bengal,48,16,2152.5,4742.4,13.92,0.4575,12567.36,69.6,12636.96,789.81
Sannhamp,1998,Whole Year ,West Bengal,1800,9280,2152.5,177840,522,4.971428571,471276,2610,473886,51.0653017241379
Sesamum,1998,Whole Year ,West Bengal,100425,85448,2152.5,9921990,29123.25,0.741111111,26293273.5,145616.25,26438889.75,309.414962901414
Small millets,1998,Kharif     ,West Bengal,3742,1877,2152.5,369709.6,1085.18,0.575714286,979730.44,5425.9,985156.34,524.856867341502
Small millets,1998,Rabi       ,West Bengal,1235,1387,2152.5,122018,358.15,1.035,323347.7,1790.75,325138.45,234.418493150685
Soyabean,1998,Kharif     ,West Bengal,800,461,2152.5,79040,232,0.481666667,209456,1160,210616,456.867678958785
Sugarcane,1998,Whole Year ,West Bengal,26949,2001900,2152.5,2662561.2,7815.21,75.314375,7055787.18,39076.05,7094863.23,3.54406475348419
Sunflower,1998,Kharif     ,West Bengal,149,111,2152.5,14721.2,43.21,0.71,39011.18,216.05,39227.23,353.398468468469
Turmeric,1998,Whole Year ,West Bengal,12763,21487,2152.5,1260984.4,3701.27,1.569444444,3341608.66,18506.35,3360115.01,156.378973798111
Urad,1998,Kharif     ,West Bengal,58878,25071,2152.5,5817146.4,17074.62,0.402222222,15415437.96,85373.1,15500811.06,618.276537034821
Urad,1998,Rabi       ,West Bengal,15112,9700,2152.5,1493065.6,4382.48,0.649090909,3956623.84,21912.4,3978536.24,410.158375257732
Wheat,1998,Rabi       ,West Bengal,367472,778090,2152.5,36306233.6,106566.88,1.870555556,96211519.04,532834.4,96744353.44,124.335685383439
Arecanut,1999,Whole Year ,Assam,73464,52924,2201.8,7796734.32,19835.28,0.746086957,20661345.948,99176.4,20760522.348,392.270469881339
Arhar/Tur,1999,Kharif     ,Assam,7266,5102,2201.8,771140.58,1961.82,0.707826087,2043522.537,9809.1,2053331.637,402.456220501764
Banana,1999,Whole Year ,Assam,41922,583383,2201.8,4449181.86,11318.94,13.74652174,11790331.929,56594.7,11846926.629,20.3072880577597
Castor seed,1999,Kharif     ,Assam,1726,704,2201.8,183180.38,466.02,0.423333333,485428.007,2330.1,487758.107,692.838220170455
Coconut ,1999,Whole Year ,Assam,20238,150062000,2201.8,2147858.94,5464.26,5672.116522,5691826.191,27321.3,5719147.491,0.038111897022564
Cotton(lint),1999,Kharif     ,Assam,1637,746,2201.8,173734.81,441.99,0.41173913,460397.2465,2209.95,462607.1965,620.11688538874
Dry chillies,1999,Whole Year ,Assam,14418,9516,2201.8,1530182.34,3892.86,0.636956522,4054983.201,19464.3,4074447.501,428.168085435057
Gram,1999,Rabi       ,Assam,2336,1196,2201.8,247919.68,630.72,0.470454545,656987.152,3153.6,660140.752,551.957150501672
Jute,1999,Kharif     ,Assam,73545,657537,2201.8,7805330.85,19857.15,9.13173913,20684126.7525,99285.75,20783412.5025,31.607974155827
Linseed,1999,Rabi       ,Assam,10248,5323,2201.8,1087620.24,2766.96,0.502727273,2882193.636,13834.8,2896028.436,544.059446928424
Maize,1999,Kharif     ,Assam,19708,14056,2201.8,2091610.04,5321.16,0.613913043,5542766.606,26605.8,5569372.406,396.22740509391
Mesta,1999,Kharif     ,Assam,5177,25515,2201.8,549435.01,1397.79,4.622380952,1456002.7765,6988.95,1462991.7265,57.3384960415442
Niger seed,1999,Kharif     ,Assam,8904,4582,2201.8,944981.52,2404.08,0.548947368,2504201.028,12020.4,2516221.428,549.153519860323
Onion,1999,Whole Year ,Assam,7365,17167,2201.8,781647.45,1988.55,2.322173913,2071365.7425,9942.75,2081308.4925,121.238917254034
Other  Rabi pulses,1999,Rabi       ,Assam,106576,58390,2201.8,11310910.88,28775.52,0.532173913,29973913.832,143877.6,30117791.432,515.803929302963
Potato,1999,Whole Year ,Assam,76748,699744,2201.8,8145265.24,20721.96,8.062608696,21584952.886,103609.8,21688562.686,30.99499629293
Rapeseed &Mustard,1999,Rabi       ,Assam,286241,129425,2201.8,30378757.33,77285.07,0.479565217,80503706.9245,386425.35,80890132.2745,624.996192965038
